content,label
Tidan nyaman lagi,0
"Nyesel pake shopee, apalagi pembayaran pake spaylater belum jatuh tempo tapi biaya keterlambatan sebesar 5% sudah dikenakan, mending uninstal aplikasi kaya yg merugikan ini",0
Ini kanapa skrng sering server error saya mau checkout dan liat page yg lain suka Freeze terus *Klo Sudah fix balik ke bintang 5,0
Saya kurang suka sama event flash sale handphone harga Rp1.000 cuma tampilan doang.tolong kepada pihak shopee agar tidak PHP lagi kepada orang lain!!!,0
tolong baned sy.jangan kasi sy downlod lg.sy enggk mau shopy di aplikasi sy lagi..di karnakan setiap sy buka shopy..uangku selalu habis,0
"Makin parahhh, ngelag ngeblank banyak bug, tolong dibenahi!",0
Shopee uda ga kayak dulu.untuk pembayaran paylater bunga nya mencekik pelanggan.mending balik lagi ke Lazzada tenor 1bulan pun ga berbunga.masa shopee belanja habis 21rb bulan depan bayar 29rb Itu sekala kecil blum skala besar.+ Ada biaya penangan dan biaya apalah...ribet shopee,0
Setelah update lemot 😡😡😡,0
Buruk sekali karena sering kurang saldo pas mau cekot padahal harga yang mau di cekot dibawah jumlah saldo spay,0
"Aplikasi ga jelas barang ancur ga bisa di balikin, udah banyak yg nipu masih aja aktip, udah boikot aja dari indonesia. Padahal gua beli di shopee mall tapi pelayanan nol besar.. kecewa banget sama shopee",0
Apk makin jelek,0
"Akhir² ini suka bingung sendiri dengan shopee karena gratis ongkirnya gak kayak kemaren² Kalo sekarang misalnya ongkirnya 12000 cuma dapat diskon 5000 klo kemaren² bener² nol rupiah Semakin maju kok semakin banyak perubahan sudah aplikasinya lelet,lekot ngelaq bikin males mau belanja di shopee",0
jelek,0
"Aplikasi nya Lemoott pdhl sdh sy Hapus Data & Clear Cache tapi te2p Lemot & Berat. Terus Aplikasi nya sering ngeHang ke HP. UI nya tdk rapih & terkesan Pabalatak. Ga seperti di Tokopedia, Tampilan UI nya Nyaman di lihat, tdk berat & stabil.",0
Tolong lah.. Biasa gak pernah selemot ini loh,0
Kok tiba² log out sendiri sih,0
"Tidak memuaskan aplikasinya error tidak bisa di buka ,ups halaman sedang dalam perbaikan.mohon tunggu sebentar !",0
Semakin hari semakin buruk pelayanan nya ... Setiap barang yg saya pesan selalu lama datang padahal dulu cepet banget paling telat 2 hari sampai ... Ini sampai 2 minggu Saya pesan barang tgl 28 Malam baru sampai padahal jarang yg saya beli dari jakarta ke bandung Kecewa banget,0
"Burukkkk, saya kena tipu sama toko beli token listrik PLN, malah tidak di balikin duit nya",0
"Makin lama makin lemot bgt aplikasinya. Internet dn hp lancar. Tapi aplikasi bapuk, ilangin tuh fitur-fitur gak guna game, video dan segala macem.",0
Iklan pengganggu,0
"Shoope dan ekspedisinya kacaw !! Masa orderan saya 1 bulan belum Dateng? Ada 4 Orderan !! Sedangkan kata tokonya harusnya sudah sampai !! Ekspedisi J&T ekspress juga kerjanya jelek !! Kemana in barang saya hey ???? Saya dari dulu pake shoope, baru sekarang shoope, gak amanah banget !! Pada GILA !! Buat kalian jangan bayar pake Seabank, Bayar nya COD Ajah !! Kalau COD cepet Sampe, Kalau Pake Seabank, serasa di permainkan.",0
Mo wd susah...sya penjual d shopee.mau wd dari saldo penjual k rekening susahnya minta ampun cb tolong solusinya....cs d tlp jg susah,0
Kak tolong... Banget nama akun saya aeokaeok3 . Jadi saya beli barang terus dia gk mau ngirim sampai batas waktu nya kak pliss kak tolong saran atau apa gitu Nama toko yg saya beli: NEZ STORE,0
Jangan di downlod agen shopeenya gak ada yg profesional dan juga layanan mereka kek asu,0
"Dulu sangat membantu, tetapi makin kesini biaya nya makin di ada ada kan.. Tiap belanja kena biaya layanan 1000.. Jadi males pake shoppe ..",0
"Akun S-PayLater saya dinonaktifkan sampai sekarang, padahal gak pernah di pakai sama sekali, udah complain tapi belum ada titik terang sampai sekarang! Kalau udah kayak gini mending pindah ke e-commerce sebelah aja, lebih cepat dan tanggap dalam memproses keluhan costumernya!",0
Kecewa banget habis isi saldo ternyat akun nya tidak mau cekout barang,0
"Lemot terlalu lama loading, mau diupdate brapa x juga...",0
pembayaran sangat lamaaaaaaa,0
Jangan download shope.!!! Hati hati banyak barang Kw terutama hp.!!! Dari promo rp 1 dapat hp iphon itu semua hoak.!!! Dari s pinjam tidak bs d aktifkan!!!! Tinggal kan saja shoope biar bangkrut sekalian.!!!,0
Pengiriman terlalu lambat,0
"Ini knp shope ak engga bisa di bukak sih, shope sedang dalam perbaikan disuruh kembali kehalam utama udah kembali ttep aja kya gitu knp si shopee sekarang jdi gitu pdal mau checkout brng""",0
Ini kenapa ya klo login gagal terus,0
Aplikasinya sering ngelag gk jelas,0
"Aplikasi BABI, akun shoope pay later saya ga pernah bisa aktif, dinonaktifkan terus gagara aktivitas mencurigakan, mencurigakan bagaimana, pling saya hanya prnah lupa pin saja... Gapernah diselesaikan dengan Cepat, tim IT Shoope LELET BAGONG",0
aplikasi apaan log in ribet susah,0
Banyak kecewa ny di timbang baik ny,0
Lemot,0
GAK SEPERTI T!.!K T0.0K. MUDAH JIKA MAU RETURT BARANG. JGN BELANJA DISINI. TI!!!K TO0oK AJA GUYS,0
Log out sendiri dan tidak bisa masuk payah,0
"Saran mending hilangkan fitur Shopee Vidio ngk ada hubungannya dengan Penjualan, malah bikin Lelet,isi nya juga vidio² ngk Jelas, ngk tau mau dibawa kemana ni Shopee makin lama makin aneh gara² ada shopee Video.",0
Kecewa gua bener dahh fitur nya paling buruk sedunia masa bayar listrik doang nge lagg loading lama banget pdahal tinggal check out udh diulang ulang,0
Tolong diperbaiki saya buka aplikasi shopee ini boros kuota,0
"ayodong ini udah januari masak sistemnya masih shopee 12.12 birthday sale, kapan bs diperbarui lgi, mohon di perbaiki secepatnya dong, aku pengen pesen apapa di shope jdi mls klo tiap bukak apknya lemot ftnya gak bida dilihat, bukan masalah interner/kuota habis lgi ini!",0
Apk CCD udh di tekan lama timbulnya cuih,0
Kenapa aku pakai shopee paylater kok dibatalkan pesanan aku dari pihak shopeenya..?,0
"Gabisa bek bek bek bek bek bek, ga bisa tap back, buka Shopee error, udah mau check out malah kembali kemenu utama",0
Sekarang shopee makin lemot!,0
P2W,0
Aplikasi nya lemot bgt,0
"Ini apknya beraaaaatt bgt kaya dosa saya. Terus lelet ngga kaya otak saya yg cpet ini eaa. Kadang juga eror, ngelag, loding terus, persis kaya temen-temen saya.mau beli pulsa aja nunggu lamaaaa bgt kya nunggu pacar kalo ke salon. Padahal udah diupdate,dihapus chache,hapus data.saya harus gimana min?",0
Ini knpa gk bisa di muat halamannya makin di update makin parah ya,0
Uang shopeepay saya hangus Rp.220.000 gara gara lupa email dan nomor hp tidak aktif mohon info admin shopee,0
"Setiap kalii checkout barang selalu terjadi sinyal yang buruk, padahal melihat yt dan aplikasi lain tidak buffering🙂",0
"Shopee ba*i gak guna, iklan nya muncul trus as*",0
ribet banget lu pinaka ana buleeee,0
Kecewa. Pengiriman lemooooottt,0
"Mau belanja dan beli data internet tidak bisa alasannya akun kejanggalan , menghubungin cs dan si cs bertele tele , udah pake shoppe dari 2019 respon apa sama pelanggan seperti ini sangat kecewa",0
Tidak memuaskan apalagi dengan ongkir yg sgt mahal.masa harga barang 30ribu ongkir nya juga 30ribu. 1x lipat.. Alhamdulillah semenjak ada tiktok shop.sy sudah tidak menggunakan apk shoppe lagi.apalagi pnggunaan paylater nya.masih jauh 10 hari an lagi temponya.tapi udah di chat di tlpnin terus2an. Semoga shoppe cepat bangkrut deh.,0
Ini maksa banget download sumpah ganggu sekali saya mau down load apa mucul terus ini,0
Gabisa login muter muter terus.,0
Aplikasinya kek kontolllll,0
"Aplikasi ga kaya dulu, banyak bug, masa mau bayar aja ngebug, mau isi pulsa aja ngestuck gabisa lancar, udh bolak balik hapus data, sampe hapus aplikasi masih aja ngebug, pdhl pake wifi, kecewa sih",0
"Sangat buruk, tidak bisa membantu masalah sama sekali, masa cuma masalah ktp telah dipakek di akun lawas dan hilang, udah di proses penghapusan akun di pakek lagi ktp di akun yg baru gak bisa",0
"mau topup shopepay ga bisa, retry jaringan melulu",0
Maaf. Ini aplikasi kok makin lemot aj ya? Padahal jaringan pakek WiFi id.,0
"UPDATE terozz, tp masalah eror slalu ada!!!",0
Saya suka blnja disini. Tp sayang aplikasi nya nyebelin ngelag nya bikin pusing. Sudah tau sering ngelag mlh bikin video shot Shopee kaya fb sama tiktok aja. Nyebelin pokoknya. Ada niat mau di delete tp sayang saldo di dalam nya.,0
Ko gak bisa masuk masuk sih mau bayar payleter gak bisa,0
awas hati hati dngn apk shopee banyak penipuan barang tidak sesuai harga tinggi barang zonk,0
"Shope penipu,psnan saya dtahan oleh pihak shope,dan uang tdk dkmbalikan..",0
"Spaylatter dinonaktifkan padahal gk pernah bayar telat, spinjam juga gk bisa diaktifkan? Payah",0
"Jelek banget, ga ada niatan benerin server",0
"Lemot banget pas saya buka pencarian, padahal lagi butuh banget. Padahal di apk biru lancar jaya:)",0
Suka lag,0
Bermasalah terus setiap check out!!,0
"Kirain abis di update malah lebih baik, lah d klik gambar g muncul2, mau liat apaan coba!",0
Lemot luar biasaaaaaa Klo pas bayar aja cepat Mantaaap,0
Bug banget ni apk sering loading gak jelas,0
Lemot abis,0
Baru di update malah halaman sedang perbaikan.. Udah lama banget lagi.. 🥲,0
Super luemot,0
"gabisa dibuka,aneh",0
Fitur COD susah bgt sekarang. Malah gk ada. 👎,0
Woooi aplikasi eror mulu,0
"Shopee makin kesini makin gak jelas . Dari ongkir yang gak masuk akal Dulu potongan ongkir bisa sampe 40 ribu,sekarang 25 ribu aja udh paling mentok dan aplikasi yang suka tiba tiba ngebug . Ayolah dulu shopee gak gini loh haduhh...🥱 Jadi males belanja make shopee sekarang🥱",0
KALO GAK LELET YA ERROR.. WKTU PEMBAYARAN !,0
Kanapa ni shopee kluar masuk kluar masuk trus...gak bisa di pakek perbaikan mulu,0
shopee makin ke sini makin meresahkan dan pelit ongkir,0
"Aplikasinya keren bisa dapetin kaos yang lgi viral tpi sayang iklannya terlalu mengganggu selalu muncul di brwser,chrome dn itu juga sekali salah pencet yasudah masuk ke apk shopee mana keluarnya susah lagi",0
Makin lama makin di potong diskonnya 🗿 padahal tiap hari shopee food,0
Bagus,0
"Payah,tmbah nyebeLin apLikasinyah truz cashback digitaL cpt bgt habisnyah apa tkut rugi y🤪",0
Halo selamat malam,0
Katanya GRATIS ONGKIR untuk seluruh Indonesia kok di Kalimantan bayar ongkir sampe 50 ribu lebih Indonesia yg di maksud yg mana nih Jawa sama jakarta? 🗿,0
Yyy lk ik zs aq l0,0
Bnyk trouble tp chat ke cs support no solusi,0
"Makin lemot, tolong di perbaiki demi kenyamanan pengguna",0
Lumyn,0
Min aku mau ngeridit HP ko gabisa bisa sih di undur mulu padahal di iklan udah bisa di coba trus ga bisa bisa gimana ni,0
Lemot.. Jadi bikin males buka,0
lemot,0
"Kenapa logout sendiri Shopee saya? Pas mau login lg gk bisa,aneh bener tolong dong di perbaiki",0
"Suka error, selau kembali ke halaman utama,, Terus kenapa setiap ada permasalahan tidak pernah dikasih tahu,, Apa kita lgi dipermainkan?",0
"Melihat ulasan2 teman2 yang lain hampir sama semua,,,,keluhannya LEMOT DAN BERAT,,,,,",0
Lambat kek siput Ngelag nya ampun deh Jaringan udah 5g aja susahnya minta ampun percuma update lambat,0
Awalnyaa sy sangat mudah n senang menggunakan shopee tp tahun ini shopee sangat mahal d biaya pngiriman n admin,0
Aplikasinya lemot ...mohon di perbaiki..,0
Kenapa pergi ke haman utama terus sih.. mau download lagi gak bisa... Tolong dong shopee kembali k yg dulu gratis ongkir . ... skaranG malah banyak biaya penanganan biaya pelayanan hufft,0
"Tekeluar otomatiss,,shoppe help krn mau byr payleter cuma gak bisa login ulang",0
Pas ke masuk malah yang muncul background putih terus Makin kesini kok makin lemot Padahal jaringan udah bagust,0
Kenapa ni shoope kok gw updated makin gk jelas memuat ulang makin gk jelas ni aplikasi vocer pun gk pernah dapet lagi,0
"Bukan jaringan lemot tapi memang dri pihak apk shopee nya gak jelas Akhir"" ini apk malah nglag jaringan bagus",0
Lennot bang.. et.,0
Lemot,0
Untuk penggantian pin shopee pay rumit sekali.,0
Shopee tambah lama tambah mahal euy udh gitu gratis ongkirnya di Shopee food tambah parah cuma disc 2k aja yg sebelumnya 10k kecewa bgt aq,0
"Tahun 2020 masih nyaman digunakan. Tidak lemot, lelet, dan lola. Sekarang saya merasakan kerukarang dari aplikasi ini. Ketika saya memencet pilihan ingin bayar sekarang, panel sering tidak muncul. Harus menunggu lama. Saya sangat sebal dibuatnya. Terus semenjak ada shopee vidio, apk jadi berat. Saya ga setuju. Lebih baik shopee vidio dihilangkan dan dihapus. Masalah Live mah biarin. Yang penting Shopee Vidio Hapus. Pokoknya hapus dah. Titik. Ga guna. Apaan yang dapat duit. Pantesan jadi jelek.",0
"Tolong perbaikan nya dong, lemot banget perasaan ini.. cari barang pilih2 susah ..beda sama apl yg sebelah lancar",0
Sinyal si lancar tapi.... aplikasi nya macet terusss,0
"Tolong sekarang jamannya transparan tapi shopee tak pernah ikut. Gratis ongkirnya tetap bohongan. Contoh: ongkir Medan - Kabanjabe dibuat Rp.33.000 , dikasih Gratis Ongkir jadinya Rp.14.000. SEDANGKAN ONGKIR NORMAL POS INDONESIA HANYA Rp.10.000.TANPA EMBEL-EMBEL TAPI TIDAK DIREKOMENDASIKAN Liat yg ijo gratis ongkir nya hanya disyarat minimal order",0
"Semenjak update jadi lemot parahhh berasa main game padahal cuman scrol"" belanjaan.kedepan nya tolong di perbaiki wahai pihak shopee",0
belum pernah belanja,0
"Makin lemot Trus ekspedisinya gak bagus,barang sy samoe hilang dan lambat sekali pengirimannya,tolong ekspedisinya di koreksi dan aplikasinya supaya tidak lemot",0
"Jangan semuanya dimasukin ke sini, bikin aplikasinya jadi berat.",0
"Sebenernya suka bgt sama Shopee,tp sayang kmren barang ada yg gk nyampe barangnya ke aku (mungkin diambil orang) ceritanya gini ;Akubaru daftar tuh,aku ambil hadiah gratisnya untuk member baru,aku check out dong yah tp ko Gk dapet,Padahal Itu Yah..Aku cek di apk malah katanya sdh nyampe & di Terima tapi nyatanya gada nyampe gada di terima & gada yg konfirmasi pun,apa mungkin di colong orang yah? Atau mungkin itu cuma gara2 barang gratisan 😄 Kalo ada yg sama kyk aku nasibnya comment dong..",0
Harus lebih banyak perbaikan mau beli barang ada tapi tulisanya produk tidak terdaftar,0
Shope makin kesini makin burik,0
"Dear Shopee, Dulu shopee, market online yang paling murah ya dan ga banyak biaya2 layanan tapi sekarang setiap mau beli barang atau makanan lewat aplikasi shopee ada biaya layanan yang cukup tinggi ya serta biaya tf ataupun top up juga ikut meningkat, masukan aja boleh kasih biaya-biaya seperti itu tapi dengan nominal yang rendah karena kalo diperhitungkan jika sehari checkout barang 15 kali dengan toko berbeda maka untuk biaya layanan saja sudah mencapai Rp15.000-, sangat tinggi sekali🙂.",0
"Udah di upgrade kok malah gk bisa dibukak,",0
Shopee sekarang suka keluar sendiri nggak kayak dulu,0
Suka,0
Banyak update lemot minta ampun,0
Udah mulai ga beres. Kenapa sih ko pake undian2 give mytery? Makin ga jelas,0
Aplikasi sering ngelag..ngefreeze sendiri....harus keluar dl baru masuk lagi...bikin ga nyaman pakenya😟😟,0
Punya limit paylater ...tapi gak.bisa dipake....buat apa limitnya?,0
Kenapa selalu ada muncul halaman sedang dalam perbaikan?,0
"Woii min udah berapa bulan lu gak update 2 aplikasi nya,kesel gue lemot banget dahh 😡😡😡",0
Makin lemot pengiriman pakai expres shopee mkin lama.masa 3 minggu memunggu terus d jkt,0
Z sebagai,0
Makin berat aja nih shopee tiap bulan update terus tapi lemot aplikasinya kecewa Aneh bgt shopee masa akun aku bisa keluar sendiri trs masuk laginya susah,0
"Beli hp baru yg datang hp second ! Gua alami disini, diajukan ke forum diskusi ehh seller dimenangin, pdhl seller udh jls² nipu. . . Sampai kapanpun gak bakal gua lupa ‼️",0
Diupdate malah gabisa bayar shopefood pake shopeepay 😠,0
"Setiap bulan di update malah tambah lemot . Mskpun sdah 5G ,ttep aja lemot . Capek nunggunya..",0
"Makin lemot min, gausa ada video² yg ga nyambung sama shopping gitu kayanya, soalnya jadi menuh²in. Ini aplikasi buat belanja bukan bukan buat scroll video. Mending yg kaya dulu aja min, itu masukan dari saya. Makasi sebelumnya.",0
Shope smkin lamo semakin mahal . Gra2 ngundang artis benamo ini psti . Perlu dana bnyk merka . Jd bnykla biaya ini itu ny .,0
Kecewa sih lemot+biaya apapun skrng jd lebih mahal jd buat saya mau menjual barang apapun yang ada di Shopee susah karna mahal²,0
Lelet,0
"Kenapa skrg aplikasinya lemot, tdk bisa liat foto produk. Udah diuninstal to tetap lemot.. Mengecewakan",0
"Proses TF ke bank lain lama, saya kira estimasinya maks 1 jam, ternyata disuruh nunggu 7 hari",0
"Kok aq update tiap hari msih gak bisa pembelian pulsa data,shopee skrg kok lelet enggak seperti dulu",0
"Aplikasi bagus kok, cuma emang lemot bgt padahal jaringan udah stabil, makin update kok makin lemot ya ? Saya ingin membuka Vidio di shopee gambar layar Vidio nya ga muncul :( mohon untuk pihak Shopee agar segera di perbaiki supaya customer lebih nyaman menggunakan aplikasi Shopee (⁠ ⁠╹⁠▽⁠╹⁠ ⁠)",0
Mkin update mlah makin lemot....kdang g bisa kebuka mlah mmprbarui sistem android sgla mcam mkin kesni mkin g jelas. Mna g da gratis ongkir lgi biasa live gratis ongkir ni mlah da biaya tambahan lgi.. Gara2 tu jdi g blanja lgi yg da pindah ke aplikasi sbelah. Klau pngen rame aplikasi ny benerin lgi trus gratis ongkir ny ada kan lgi pa lgi yg live n biaya tambahan ny hilangkan jngn dable gtu biaya tambahan ny. Tiap buka shopee bkin hp dibanting gara2 lemot/ngeleg😓,0
"mahallll, lemott, dulu sih suka make shopii soalnya ud percaya bgt eh skrg mana gada gratis ongkir 0 ada biaya penanganan setiap isi saldo dan transaksi apapun ga malah di perbaiki",0
Mengupdate aja ngefreeeze,0
Beberapa kali mencoba update kenapa beruĺang lagi dan lagi ya.,0
"Masa koin shoppe saya tiba2 berkurang dgn jumlah besar, pdhl saya tidak menggunakan koin shoppe nya",0
"Kenapa ini shopee di hp saya tidak bisa ke buka .. selalu ada tulisan ( ups,halaman sedang dalam perbaikan. Mohon tunggu sebentar) Ini sudah 2hari loh begini? Ada apa?",0
Parah di update gagal terus,0
"Shopee lama lama kacau pengiriman nya, Abang Drive nya pada konyol semua, paket saya dari y COD sampai kurir instan gak ada jelas, emang Abang Drive nya hidup di hutan sampai gak ada yg bisa tlf saya, seharus nya KLO memang gak tau patokan bisa tlf, jaman udah canggih bisa lewat wa, atau telegram, ini udah gak tau patokan malah diem aja udah tau barang nya urjent banget, males lama"" belanja di shopee",0
"WOI hari ini Shopee kenapa ? kok aku gak bisaaa login,kenapa akun aku keluar sndiri yaa ?",0
Shopee pay eror untuk pembayaran tolong di perbaiki mind,0
nice !,0
Untuk Saat Ini Bagus Tapi Gratis Ongkir kurang banyak Masa Cuma Berkurang 5K harusnya sampai 0 Rupiah dong & Diskon 100% Shopee Food Masa Hanya 1 kali harusnya seterusnya Hingga Terus Menerus Jika ini beneran Akan Kutambah bintangnya,0
